,album_title,track_number,id,track_title,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
0,Girl Code,1,4Vw3GouohCgu8hgGYdl8m9,Intro (#FREEJT),spotify:track:4Vw3GouohCgu8hgGYdl8m9,0.126,0.664,0.637,0.0,0.37799999999999995,-4.5969999999999995,0.41700000000000004,98.89200000000001,0.0393,34
1,Girl Code,2,0RRm4OS5ymfZryXBuj0G2m,Twerk (feat. Cardi B),spotify:track:0RRm4OS5ymfZryXBuj0G2m,0.121,0.7879999999999999,0.8420000000000001,0.00112,0.166,-4.006,0.142,190.077,0.48100000000000004,70
2,Girl Code,3,3A2yGHWIzmGEIolwonU69h,Act Up,spotify:track:3A2yGHWIzmGEIolwonU69h,0.0167,0.938,0.638,0.0,0.111,-4.713,0.18899999999999997,97.075,0.313,75
3,Girl Code,4,6gqvCJJY8Sh4opRxXVO7A7,Season (feat. Lil Baby),spotify:track:6gqvCJJY8Sh4opRxXVO7A7,0.009640000000000001,0.594,0.695,0.0,0.157,-4.6339999999999995,0.311,138.833,0.408,50
4,Girl Code,5,3E7jehnxsH4xZAuxDQg4zC,Broke Boy,spotify:track:3E7jehnxsH4xZAuxDQg4zC,0.0039700000000000004,0.782,0.69,2.85e-06,0.175,-3.677,0.0682,102.99700000000001,0.317,41
5,Girl Code,6,6hAEJe9OSWNt0dac1ijbsV,Clout Chasin',spotify:track:6hAEJe9OSWNt0dac1ijbsV,0.0034700000000000004,0.789,0.638,0.0,0.11699999999999999,-5.544,0.265,172.06400000000002,0.429,45
6,Girl Code,7,3xLyP5emNmRuzrddcWAa5z,Give It A Try (feat. Jacquees),spotify:track:3xLyP5emNmRuzrddcWAa5z,0.156,0.531,0.754,0.0,0.243,-5.811,0.222,89.103,0.265,40
7,Girl Code,8,11TOnapSFVWBUSByMzf1u1,What We Doin',spotify:track:11TOnapSFVWBUSByMzf1u1,0.18600000000000003,0.9520000000000001,0.606,1.31e-06,0.327,-5.032,0.0814,100.434,0.305,40
8,Girl Code,9,6RApNG1hgOvOQvrVvkvWNh,Drip,spotify:track:6RApNG1hgOvOQvrVvkvWNh,0.191,0.88,0.63,0.0,0.102,-5.419,0.258,151.988,0.38799999999999996,37
9,Girl Code,10,39MJKyP5VPNP3kattTx9iO,Trap Star,spotify:track:39MJKyP5VPNP3kattTx9iO,0.196,0.831,0.708,0.0,0.10800000000000001,-6.744,0.0936,174.986,0.72,36
10,Girl Code,11,5Pv2Mupc12dt63SbqkMEhP,Panties An Bra,spotify:track:5Pv2Mupc12dt63SbqkMEhP,0.012,0.878,0.6609999999999999,0.0,0.109,-7.053,0.327,138.841,0.35600000000000004,35
11,Girl Code,12,3iGeRE1RqZ8OIrvhwf9OC8,On The Low,spotify:track:3iGeRE1RqZ8OIrvhwf9OC8,0.132,0.73,0.532,9.41e-06,0.263,-6.428999999999999,0.11800000000000001,105.00200000000001,0.575,33
12,Girl Code,13,6wEKzk5eRsbymgsEwAPORz,Swerve,spotify:track:6wEKzk5eRsbymgsEwAPORz,0.0698,0.81,0.705,0.0,0.0822,-4.428,0.17300000000000001,145.024,0.295,34
13,PERIOD,1,32TXfodRWjRIiOVgoWCAZI,Tighten Up,spotify:track:32TXfodRWjRIiOVgoWCAZI,0.0005610000000000001,0.721,0.529,0.0,0.0932,-7.8389999999999995,0.42200000000000004,97.15,0.11800000000000001,41
14,PERIOD,2,5aOpKCKguEnViGOKZxZern,Take Yo Man,spotify:track:5aOpKCKguEnViGOKZxZern,0.00143,0.773,0.7879999999999999,0.0,0.584,-2.801,0.0719,98.022,0.605,59
15,PERIOD,3,5z3gOVUk7km3eNJM8M57tv,Sweet Tooth,spotify:track:5z3gOVUk7km3eNJM8M57tv,0.00899,0.934,0.7340000000000001,0.0,0.155,-5.642,0.0634,114.014,0.29,40
16,PERIOD,4,4brjnq8FiPuDdS9STCoePu,One Of Them Nights,spotify:track:4brjnq8FiPuDdS9STCoePu,0.0103,0.703,0.758,0.000517,0.146,-6.0489999999999995,0.0554,77.497,0.337,36
17,PERIOD,5,7pEUMHltEFTgVZ5NpWYiyA,Not Ya Main,spotify:track:7pEUMHltEFTgVZ5NpWYiyA,0.00186,0.7090000000000001,0.736,1.74e-05,0.223,-6.183,0.133,103.075,0.626,38
18,PERIOD,6,7GlZhPkCA259c3ICFU0eaG,Where The Bag At,spotify:track:7GlZhPkCA259c3ICFU0eaG,0.0257,0.723,0.747,0.00018700000000000002,0.359,-4.266,0.162,175.99400000000003,0.42100000000000004,55
19,PERIOD,7,2DYTeceRsxwMwObrIycs6r,Millionaire Dick,spotify:track:2DYTeceRsxwMwObrIycs6r,0.0265,0.899,0.579,1.59e-05,0.0438,-8.226,0.31,150.91299999999998,0.835,38
20,PERIOD,8,2g5o40whwlpvbsJBk4znQs,Careless,spotify:track:2g5o40whwlpvbsJBk4znQs,0.00541,0.8759999999999999,0.848,0.0,0.395,-6.414,0.20199999999999999,107.977,0.27899999999999997,34
21,PERIOD,9,1FdjGON62xLxgPZW8BGeHS,Period (We Live),spotify:track:1FdjGON62xLxgPZW8BGeHS,0.0376,0.89,0.715,0.0,0.0948,-6.303999999999999,0.0947,109.006,0.581,45
22,PERIOD,10,5XOJRxuIcyDgV6QHVRUwPK,Runnin,spotify:track:5XOJRxuIcyDgV6QHVRUwPK,0.00863,0.821,0.522,0.0,0.0745,-6.933,0.34,159.974,0.289,33
23,PERIOD,11,0m5UGpHzwWRlgky0dmhogh,Rap Shit,spotify:track:0m5UGpHzwWRlgky0dmhogh,0.0296,0.784,0.6409999999999999,0.0,0.0653,-6.176,0.23600000000000002,89.984,0.396,35
24,PERIOD,12,4petEAIC7BrCoTwcDK8wWy,No Time (Broke N**ga),spotify:track:4petEAIC7BrCoTwcDK8wWy,0.00823,0.927,0.49700000000000005,1.39e-06,0.13,-9.017999999999999,0.40399999999999997,100.07,0.207,34
25,PERIOD,13,36B9SXT9Pf8mL3F5RyqSAX,How To Pimp A N**ga,spotify:track:36B9SXT9Pf8mL3F5RyqSAX,0.0015,0.853,0.43200000000000005,2.98e-06,0.327,-9.442,0.35200000000000004,82.492,0.47100000000000003,44
26,PERIOD,14,3pbLmCcMn2B4iXnWANu9Ik,Movie,spotify:track:3pbLmCcMn2B4iXnWANu9Ik,0.00621,0.662,0.664,0.0,0.0767,-6.735,0.342,125.963,0.327,32
27,PERIOD,15,18IdsbtqweC5ys0Gr4vb0Q,F**k On U,spotify:track:18IdsbtqweC5ys0Gr4vb0Q,0.00294,0.625,0.555,0.0,0.106,-8.011000000000001,0.0948,160.009,0.39899999999999997,36
28,PERIOD,16,6yglAnjur5efD4lcNVEKqi,Clear The Air,spotify:track:6yglAnjur5efD4lcNVEKqi,0.402,0.8220000000000001,0.483,3.16e-06,0.12,-8.911,0.1,106.956,0.156,30
29,Abbey Road (Super Deluxe Edition),1,6lSxM9BKcEZBSDKl2VODsF,Come Together - 2019 Mix,spotify:track:6lSxM9BKcEZBSDKl2VODsF,0.0823,0.536,0.36,0.16699999999999998,0.0996,-10.972999999999999,0.0408,164.891,0.147,57
30,Abbey Road (Super Deluxe Edition),2,3S6N0Wbem9KV3DBcYNfXuv,Something - 2019 Mix,spotify:track:3S6N0Wbem9KV3DBcYNfXuv,0.0958,0.41600000000000004,0.385,5.24e-06,0.228,-9.388,0.0279,133.298,0.45799999999999996,56
31,Abbey Road (Super Deluxe Edition),3,0fnY9xlLJCgtBUBX9rNzDJ,Maxwell's Silver Hammer - 2019 Mix,spotify:track:0fnY9xlLJCgtBUBX9rNzDJ,0.49700000000000005,0.816,0.386,9.31e-05,0.309,-9.443,0.0382,131.099,0.708,54
32,Abbey Road (Super Deluxe Edition),4,3UHv8SSIkNUDRBUHJx3Cg6,Oh! Darling - 2019 Mix,spotify:track:3UHv8SSIkNUDRBUHJx3Cg6,0.0344,0.43700000000000006,0.669,0.00395,0.34700000000000003,-6.524,0.0395,173.67,0.514,55
33,Abbey Road (Super Deluxe Edition),5,3e1w0Wm0sH8nUYPArDkBG3,Octopus's Garden - 2019 Mix,spotify:track:3e1w0Wm0sH8nUYPArDkBG3,0.113,0.565,0.645,0.000625,0.124,-6.194,0.0332,92.25299999999999,0.626,54
34,Abbey Road (Super Deluxe Edition),6,5h0yfg2KLqjVOKpCUTkBKo,I Want You (She's So Heavy) - 2019 Mix,spotify:track:5h0yfg2KLqjVOKpCUTkBKo,0.0208,0.326,0.5,0.0473,0.0941,-8.388,0.0315,142.872,0.365,53
35,Abbey Road (Super Deluxe Edition),7,3CPFHaVEHkkH26hAEPgMMp,Here Comes The Sun - 2019 Mix,spotify:track:3CPFHaVEHkkH26hAEPgMMp,0.038,0.569,0.557,0.00022799999999999999,0.136,-10.208,0.0428,129.101,0.292,56
36,Abbey Road (Super Deluxe Edition),8,4Smnlr2WoaZa4CUs0isAPU,Because - 2019 Mix,spotify:track:4Smnlr2WoaZa4CUs0isAPU,0.613,0.17800000000000002,0.28300000000000003,8.04e-05,0.127,-11.436,0.0298,161.293,0.19,51
37,Abbey Road (Super Deluxe Edition),9,4kXXWWWIu0avePZXX7cBiW,You Never Give Me Your Money - 2019 Mix,spotify:track:4kXXWWWIu0avePZXX7cBiW,0.317,0.33,0.442,0.0762,0.149,-12.216,0.035,173.75099999999998,0.326,51
38,Abbey Road (Super Deluxe Edition),10,0fdK9ykZqy0e3vn7LbluM1,Sun King - 2019 Mix,spotify:track:0fdK9ykZqy0e3vn7LbluM1,0.18600000000000003,0.406,0.27399999999999997,0.138,0.258,-15.138,0.0301,149.875,0.19899999999999998,50
39,Abbey Road (Super Deluxe Edition),11,25jKgfxWqISbOF5qjowYDa,Mean Mr Mustard - 2019 Mix,spotify:track:25jKgfxWqISbOF5qjowYDa,0.0254,0.69,0.674,6.59e-06,0.47,-7.983,0.0391,100.49700000000001,0.915,50
40,Abbey Road (Super Deluxe Edition),12,7BavH3tDEsEDKnntiVTaAu,Polythene Pam - 2019 Mix,spotify:track:7BavH3tDEsEDKnntiVTaAu,0.00203,0.47,0.833,0.706,0.133,-8.017000000000001,0.0569,166.72,0.491,49
41,Abbey Road (Super Deluxe Edition),13,52omU1KgD4yyRkXx2gDgZj,She Came In Through The Bathroom Window - 2019 Mix,spotify:track:52omU1KgD4yyRkXx2gDgZj,0.00307,0.527,0.752,4.49e-05,0.32899999999999996,-7.806,0.0298,80.64699999999999,0.738,50
42,Abbey Road (Super Deluxe Edition),14,4FWAzXcVNVIRVA4UQxhvbd,Golden Slumbers - 2019 Mix,spotify:track:4FWAzXcVNVIRVA4UQxhvbd,0.303,0.395,0.18100000000000002,0.000184,0.16,-11.097999999999999,0.0284,80.663,0.221,51
43,Abbey Road (Super Deluxe Edition),15,7mBqyUKe8SUUoFBjTiY8Um,Carry That Weight - 2019 Mix,spotify:track:7mBqyUKe8SUUoFBjTiY8Um,0.0915,0.494,0.5579999999999999,0.000786,0.243,-7.604,0.0283,84.005,0.625,50
44,Abbey Road (Super Deluxe Edition),16,481payDhvwK4SluEdw2o5v,The End - 2019 Mix,spotify:track:481payDhvwK4SluEdw2o5v,0.00045,0.624,0.532,0.142,0.151,-9.15,0.0606,123.35799999999999,0.125,50
45,Abbey Road (Super Deluxe Edition),17,6jkFjYzaeMG48F8UBSP0eX,Her Majesty - 2019 Mix,spotify:track:6jkFjYzaeMG48F8UBSP0eX,0.647,0.742,0.182,2.8999999999999998e-06,0.344,-20.25,0.0986,100.52600000000001,0.565,13
46,Abbey Road (Super Deluxe Edition),1,3Tyb06JlXwzTiuiBI7PACU,I Want You (She's So Heavy) - Trident Recording Session & Reduction Mix,spotify:track:3Tyb06JlXwzTiuiBI7PACU,0.13,0.36,0.38299999999999995,0.00115,0.273,-10.2,0.0384,143.811,0.373,47
47,Abbey Road (Super Deluxe Edition),2,2cQGln8y7OgSOLxSHkgehd,Goodbye - Home Demo,spotify:track:2cQGln8y7OgSOLxSHkgehd,0.9179999999999999,0.556,0.174,0.000681,0.114,-15.047,0.0462,126.695,0.563,48
48,Abbey Road (Super Deluxe Edition),3,4w4kzrDRJo9PEJGzh2uK49,Something - Studio Demo,spotify:track:4w4kzrDRJo9PEJGzh2uK49,0.955,0.408,0.187,0.000575,0.0766,-15.354000000000001,0.035,139.822,0.243,47
49,Abbey Road (Super Deluxe Edition),4,7Cuklz7fuYfBvSlo7PcRaL,The Ballad Of John And Yoko - Take 7,spotify:track:7Cuklz7fuYfBvSlo7PcRaL,0.0681,0.695,0.732,0.0,0.16399999999999998,-12.57,0.0545,132.918,0.672,46
50,Abbey Road (Super Deluxe Edition),5,6sgXMz3lsYChhFLr2Zzuio,Old Brown Shoe - Take 2,spotify:track:6sgXMz3lsYChhFLr2Zzuio,0.447,0.639,0.731,0.0,0.0371,-11.706,0.0504,142.441,0.37200000000000005,44
51,Abbey Road (Super Deluxe Edition),6,5mIcEMUJvJgXF3GohggEWl,Oh! Darling - Take 4,spotify:track:5mIcEMUJvJgXF3GohggEWl,0.307,0.596,0.51,2.95e-05,0.326,-10.309000000000001,0.0285,86.29799999999999,0.545,45
52,Abbey Road (Super Deluxe Edition),7,2b80n2fAvK0tGMmmIYutjs,Octopus's Garden - Take 9,spotify:track:2b80n2fAvK0tGMmmIYutjs,0.0851,0.6990000000000001,0.41200000000000003,1.4400000000000001e-05,0.17800000000000002,-13.845999999999998,0.098,91.26,0.8370000000000001,44
53,Abbey Road (Super Deluxe Edition),8,6wvoGE5Y4BeJ0SeUdr8mfd,You Never Give Me Your Money - Take 36,spotify:track:6wvoGE5Y4BeJ0SeUdr8mfd,0.621,0.375,0.455,0.005679999999999999,0.131,-12.732000000000001,0.0635,170.359,0.377,44
54,Abbey Road (Super Deluxe Edition),9,52hm7o5MPKymBUmSJadwve,Her Majesty - Takes 1-3,spotify:track:52hm7o5MPKymBUmSJadwve,0.75,0.691,0.134,0.0015300000000000001,0.14400000000000002,-21.741999999999997,0.355,100.27600000000001,0.509,44
55,Abbey Road (Super Deluxe Edition),10,5XtyUUmLmB7jniTWWo6NWI,Golden Slumbers / Carry That Weight - Takes 1-3 / Medley,spotify:track:5XtyUUmLmB7jniTWWo6NWI,0.674,0.561,0.20199999999999999,0.0010199999999999999,0.147,-14.609000000000002,0.0331,81.134,0.235,44
56,Abbey Road (Super Deluxe Edition),11,5M330VM7N8gPrYfia5nf25,Here Comes The Sun - Take 9,spotify:track:5M330VM7N8gPrYfia5nf25,0.0408,0.581,0.555,0.00492,0.0917,-11.948,0.0305,126.62899999999999,0.562,45
57,Abbey Road (Super Deluxe Edition),12,4MZyEFyYr3feWTONqH5Lsl,Maxwell's Silver Hammer - Take 12,spotify:track:4MZyEFyYr3feWTONqH5Lsl,0.237,0.787,0.319,0.0005059999999999999,0.251,-13.835999999999999,0.146,129.09,0.701,43
58,Abbey Road (Super Deluxe Edition),1,5c6gzvWGw9EZ7qMxfH9HVy,Come Together - Take 5,spotify:track:5c6gzvWGw9EZ7qMxfH9HVy,0.096,0.598,0.314,0.000621,0.149,-15.136,0.171,166.035,0.27699999999999997,43
59,Abbey Road (Super Deluxe Edition),2,4WAPgDAPLTmf7e8TnIOUCw,The End - Take 3,spotify:track:4WAPgDAPLTmf7e8TnIOUCw,0.000927,0.6709999999999999,0.42,0.706,0.507,-15.477,0.21,122.77799999999999,0.539,41
60,Abbey Road (Super Deluxe Edition),3,75qAS9R2kZJbQxApjlfkWA,Come And Get It - Studio Demo,spotify:track:75qAS9R2kZJbQxApjlfkWA,0.0035600000000000002,0.5720000000000001,0.405,0.0,0.17800000000000002,-12.66,0.0344,87.93799999999999,0.494,42
61,Abbey Road (Super Deluxe Edition),4,4cvkXxJ42tghGVKsY01CZQ,Sun King - Take 20,spotify:track:4cvkXxJ42tghGVKsY01CZQ,0.444,0.5589999999999999,0.23,0.0305,0.182,-19.72,0.0621,77.07600000000001,0.28600000000000003,41
62,Abbey Road (Super Deluxe Edition),5,1q9qcBsrIOtFTmQ18GY6Wy,Mean Mr. Mustard - Take 20,spotify:track:1q9qcBsrIOtFTmQ18GY6Wy,0.023,0.59,0.5529999999999999,0.0152,0.5379999999999999,-12.315999999999999,0.0421,92.501,0.628,41
63,Abbey Road (Super Deluxe Edition),6,1x4O1rJd1Yz1z6ozW5nK97,Polythene Pam - Take 27,spotify:track:1x4O1rJd1Yz1z6ozW5nK97,0.0734,0.479,0.708,0.0252,0.371,-12.094000000000001,0.0871,165.489,0.518,41
64,Abbey Road (Super Deluxe Edition),7,00nQV5fxvY0Gg9wKbuD3Uk,She Came In Through The Bathroom Window - Take 27,spotify:track:00nQV5fxvY0Gg9wKbuD3Uk,0.00673,0.594,0.6809999999999999,0.00128,0.1,-10.970999999999998,0.0286,79.384,0.858,41
65,Abbey Road (Super Deluxe Edition),8,1p5uLmWgLUh7vWjPwOwLac,Because - Take 1 / Instrumental,spotify:track:1p5uLmWgLUh7vWjPwOwLac,0.45799999999999996,0.32799999999999996,0.381,0.191,0.0799,-17.94,0.0745,165.109,0.2,41
66,Abbey Road (Super Deluxe Edition),9,7e5QyScdgY4UFu3eYgy71w,"The Long One - Comprising of ‘You Never Give Me Your Money’, ’Sun King’/’Mean Mr Mustard’, ‘Her Majesty’, ‘Polythene Pam’/’She Came In Through The Bathroom Window’, ’Golden Slumbers’/ ’Carry That Weight’, ’The End’",spotify:track:7e5QyScdgY4UFu3eYgy71w,0.0565,0.40299999999999997,0.425,0.00839,0.0788,-11.09,0.0405,84.037,0.243,42
67,Abbey Road (Super Deluxe Edition),10,7kGfipuAU4F7t5cJUsjAmX,Something - Take 39 / Instrumental / Strings Only,spotify:track:7kGfipuAU4F7t5cJUsjAmX,0.79,0.0959,0.22899999999999998,0.9420000000000001,0.0715,-14.741,0.0388,74.502,0.0677,41
68,Abbey Road (Super Deluxe Edition),11,2XNU2CkuFyVzRKyZu35zxV,Golden Slumbers / Carry That Weight - Take 17 / Instrumental / Strings & Brass Only,spotify:track:2XNU2CkuFyVzRKyZu35zxV,0.8290000000000001,0.17800000000000002,0.218,0.768,0.10099999999999999,-9.474,0.0336,83.48200000000001,0.15,40
69,The Beatles,1,183Klch3PBWLz2S6zNUVxR,Back In The U.S.S.R. - 2018 Mix,spotify:track:183Klch3PBWLz2S6zNUVxR,0.0010199999999999999,0.51,0.893,5.85e-05,0.201,-9.267000000000001,0.0342,142.657,0.934,51
70,The Beatles,2,21pC0RPgkThjHlwpmCtxGb,Dear Prudence - 2018 Mix,spotify:track:21pC0RPgkThjHlwpmCtxGb,0.0904,0.395,0.5379999999999999,0.000453,0.0685,-10.3,0.0456,150.785,0.369,48
71,The Beatles,3,0bYmYFbEAADKAlHdJqZ1gL,Glass Onion - 2018 Mix,spotify:track:0bYmYFbEAADKAlHdJqZ1gL,0.00236,0.529,0.555,0.003,0.09300000000000001,-8.839,0.0508,120.35600000000001,0.615,44
72,The Beatles,4,02FJNRUlB28e1F0R9uP2s1,"Ob-La-Di, Ob-La-Da - 2018 Mix",spotify:track:02FJNRUlB28e1F0R9uP2s1,0.149,0.8029999999999999,0.7759999999999999,0.00471,0.222,-7.561,0.0333,113.193,0.9690000000000001,54
73,The Beatles,5,76YBf6AwWhPG62H2LZftFQ,Wild Honey Pie - 2018 Mix,spotify:track:76YBf6AwWhPG62H2LZftFQ,0.278,0.7490000000000001,0.6890000000000001,0.759,0.7959999999999999,-10.883,0.0346,89.897,0.299,41
74,The Beatles,6,7KXaC0HCD4VoIZOzWfdirZ,The Continuing Story Of Bungalow Bill - 2018 Mix,spotify:track:7KXaC0HCD4VoIZOzWfdirZ,0.295,0.659,0.56,0.0,0.6829999999999999,-9.561,0.0648,114.796,0.738,42
75,The Beatles,7,0ZqSsO2xoVvcrhpiRuqCmt,While My Guitar Gently Weeps - 2018 Mix,spotify:track:0ZqSsO2xoVvcrhpiRuqCmt,0.00196,0.42100000000000004,0.6679999999999999,0.0172,0.307,-9.234,0.0364,115.124,0.635,52
76,The Beatles,8,3z2ngCk1Us5E0DtNGczXwJ,Happiness Is A Warm Gun - 2018 Mix,spotify:track:3z2ngCk1Us5E0DtNGczXwJ,0.131,0.461,0.534,5.63e-06,0.107,-9.912,0.0592,138.935,0.45899999999999996,46
77,The Beatles,9,4BtpBz9IIamSuYJ26Qoi8G,Martha My Dear - 2018 Mix,spotify:track:4BtpBz9IIamSuYJ26Qoi8G,0.7879999999999999,0.6409999999999999,0.32799999999999996,7.77e-05,0.157,-10.709000000000001,0.0313,89.212,0.858,44
78,The Beatles,10,52efrg776bHRucNKHRWwkE,I'm So Tired - 2018 Mix,spotify:track:52efrg776bHRucNKHRWwkE,0.496,0.44,0.485,1.11e-05,0.508,-10.989,0.28,69.925,0.7170000000000001,44
79,The Beatles,11,2oMVSmJx1l2FVXjVbx5DTc,Blackbird - 2018 Mix,spotify:track:2oMVSmJx1l2FVXjVbx5DTc,0.825,0.649,0.12300000000000001,3.14e-06,0.0627,-15.657,0.0396,93.82,0.358,52
80,The Beatles,12,1koFbbNy8BJvG63B0ExZEQ,Piggies - 2018 Mix,spotify:track:1koFbbNy8BJvG63B0ExZEQ,0.2,0.527,0.47100000000000003,0.0,0.0981,-9.901,0.0314,92.583,0.5710000000000001,41
81,The Beatles,13,2MdBcgXwYcuXN3ekvhehN0,Rocky Raccoon - 2018 Mix,spotify:track:2MdBcgXwYcuXN3ekvhehN0,0.424,0.5429999999999999,0.429,0.0,0.25,-10.249,0.0397,78.943,0.638,44
82,The Beatles,14,55scbyvCEL0prcaDKYqiRG,Don't Pass Me By - 2018 Mix,spotify:track:55scbyvCEL0prcaDKYqiRG,0.47200000000000003,0.598,0.58,1.07e-06,0.248,-8.082,0.0262,84.995,0.961,41
83,The Beatles,15,6CD4ZmCgYyiECTOWjm5LqC,Why Don't We Do It In The Road? - 2018 Mix,spotify:track:6CD4ZmCgYyiECTOWjm5LqC,0.493,0.532,0.524,8.68e-06,0.0601,-8.057,0.0545,188.18099999999998,0.845,42
84,The Beatles,16,5ZgypEwT8Mayum8GKG1KlG,I Will - 2018 Mix,spotify:track:5ZgypEwT8Mayum8GKG1KlG,0.6609999999999999,0.621,0.348,0.000294,0.0899,-12.808,0.0251,103.12299999999999,0.9,45
85,The Beatles,17,2fS3WRUilBxRoFMk3HVaoW,Julia - 2018 Mix,spotify:track:2fS3WRUilBxRoFMk3HVaoW,0.8490000000000001,0.39899999999999997,0.091,0.000105,0.106,-15.499,0.0314,134.702,0.185,44
86,The Beatles,1,1LT1LaG2hOR8VB2zzMcDjL,Birthday - 2018 Mix,spotify:track:1LT1LaG2hOR8VB2zzMcDjL,2.27e-05,0.5870000000000001,0.662,0.165,0.19399999999999998,-8.056000000000001,0.0398,139.374,0.9640000000000001,42
87,The Beatles,2,6s16hVzIWDpv8w4BMCaZdw,Yer Blues - 2018 Mix,spotify:track:6s16hVzIWDpv8w4BMCaZdw,0.0006519999999999999,0.32799999999999996,0.608,0.21600000000000003,0.0948,-9.17,0.0467,104.258,0.48,41
88,The Beatles,3,07SnYttUopjIFHnc1hZIMc,Mother Nature's Son - 2018 Mix,spotify:track:07SnYttUopjIFHnc1hZIMc,0.614,0.564,0.19699999999999998,0.20800000000000002,0.271,-16.102999999999998,0.0255,84.76100000000001,0.473,41
89,The Beatles,4,4pBM26oKtRWYK2UbYD4OlJ,Everybody's Got Something To Hide Except Me And My Monkey - 2018 Mix,spotify:track:4pBM26oKtRWYK2UbYD4OlJ,0.00445,0.503,0.775,5.31e-05,0.0554,-6.718999999999999,0.0683,117.15299999999999,0.738,40
90,The Beatles,5,6jQYMZNNNFOljhzo65MBL3,Sexy Sadie - 2018 Mix,spotify:track:6jQYMZNNNFOljhzo65MBL3,0.27899999999999997,0.483,0.546,0.0011300000000000001,0.198,-9.039,0.0299,149.62,0.732,41
91,The Beatles,6,0gPVEAjbO8oQyCEVE6oudx,Helter Skelter - 2018 Mix,spotify:track:0gPVEAjbO8oQyCEVE6oudx,0.000218,0.22,0.884,0.141,0.828,-7.21,0.0913,167.748,0.248,46
92,The Beatles,7,4eQVJHK0O5LctXPzsRj9LI,"Long, Long, Long - 2018 Mix",spotify:track:4eQVJHK0O5LctXPzsRj9LI,0.35,0.337,0.23,0.139,0.10300000000000001,-11.589,0.0282,104.76700000000001,0.106,40
93,The Beatles,8,7sfE6KbRUzH2VBOeDGUsie,Revolution 1 - 2018 Mix,spotify:track:7sfE6KbRUzH2VBOeDGUsie,0.0974,0.37,0.674,0.000296,0.42700000000000005,-8.39,0.0411,98.99700000000001,0.583,41
94,The Beatles,9,4zLY4SsBmfFo3gsk6GCjUM,Honey Pie - 2018 Mix,spotify:track:4zLY4SsBmfFo3gsk6GCjUM,0.893,0.5920000000000001,0.35700000000000004,4.96e-05,0.136,-11.975999999999999,0.0622,144.06,0.489,40
95,The Beatles,10,2pymXFmRFGQ5b0ZXYRdxjn,Savoy Truffle - 2018 Mix,spotify:track:2pymXFmRFGQ5b0ZXYRdxjn,0.00938,0.63,0.616,0.00962,0.0792,-7.972,0.0504,120.92200000000001,0.912,39
96,The Beatles,11,32RwqKbqyzi7NJ11NBbOlN,Cry Baby Cry - 2018 Mix,spotify:track:32RwqKbqyzi7NJ11NBbOlN,0.129,0.48100000000000004,0.475,0.0209,0.196,-11.762,0.0264,76.795,0.489,39
97,The Beatles,12,6FQkfaghoLt72rLmhsAqFy,Revolution 9 - 2018 Mix,spotify:track:6FQkfaghoLt72rLmhsAqFy,0.775,0.193,0.706,0.0908,0.782,-12.392000000000001,0.369,82.22399999999999,0.11900000000000001,38
98,The Beatles,13,2PWnAe9C52xvJYhBFNuIqm,Good Night - 2018 Mix,spotify:track:2PWnAe9C52xvJYhBFNuIqm,0.888,0.131,0.34299999999999997,0.38299999999999995,0.107,-15.122,0.0349,95.08200000000001,0.13699999999999998,37
99,The Beatles,1,2uaSMUAgYqmbsdbO9F9bPN,Back In The U.S.S.R. - Esher Demo,spotify:track:2uaSMUAgYqmbsdbO9F9bPN,0.7559999999999999,0.6579999999999999,0.53,0.0,0.185,-8.48,0.0845,127.719,0.557,38
100,The Beatles,2,0dPsctAum4J6B9Z2xTRz2A,Dear Prudence - Esher Demo,spotify:track:0dPsctAum4J6B9Z2xTRz2A,0.655,0.387,0.266,0.0129,0.14300000000000002,-12.38,0.0302,89.17299999999999,0.271,38
101,The Beatles,3,6a6XoJzGeBIDy9pcDSrOgQ,Glass Onion - Esher Demo,spotify:track:6a6XoJzGeBIDy9pcDSrOgQ,0.6890000000000001,0.6970000000000001,0.28800000000000003,0.0,0.127,-9.951,0.0441,113.62200000000001,0.616,35
102,The Beatles,4,4xNXqEBx1VXuph56zyUzBg,"Ob-La-Di, Ob-La-Da - Esher Demo",spotify:track:4xNXqEBx1VXuph56zyUzBg,0.40299999999999997,0.76,0.601,0.0,0.0859,-7.882999999999999,0.0495,118.73,0.5489999999999999,38
103,The Beatles,5,4Fq5tBgj3RwAhffVY5p1Nl,The Continuing Story Of Bungalow Bill - Esher Demo,spotify:track:4Fq5tBgj3RwAhffVY5p1Nl,0.642,0.594,0.35700000000000004,0.0,0.163,-9.262,0.0397,109.31700000000001,0.494,35
104,The Beatles,6,1Ov0M27IkghTJT00xvmlSO,While My Guitar Gently Weeps - Esher Demo,spotify:track:1Ov0M27IkghTJT00xvmlSO,0.835,0.503,0.321,0.0,0.353,-11.827,0.0468,82.396,0.36,39
105,The Beatles,7,2TqrXEPZiEwiNgEBpX0uXV,Happiness Is A Warm Gun - Esher Demo,spotify:track:2TqrXEPZiEwiNgEBpX0uXV,0.7709999999999999,0.5870000000000001,0.18,2.4100000000000003e-05,0.161,-12.485999999999999,0.0424,138.625,0.18600000000000003,35
